date,price,market_cap,total_volume,coin_id,symbol
2026-02-06,0.24569164116649098,9082744982.529907,1393953062.2240193,cardano,ADA
2026-02-07,0.27622977644165136,10164417183.745182,1747740772.0764942,cardano,ADA
2026-02-08,0.27222668572815106,10014738827.987143,1146180172.4997287,cardano,ADA
2026-02-09,0.27064423469208887,9958241941.062593,768671398.4908665,cardano,ADA
2026-02-10,0.26994029871198044,9932502523.691235,614222695.6652656,cardano,ADA
2026-02-11,0.26162742149269524,9626306452.2883,364590148.29695773,cardano,ADA
2026-02-12,0.25533384814610166,9394476865.86574,403154699.79614437,cardano,ADA
