date,price,open,high,low,total_volume,market_cap,coin_id,symbol
2025-08-16,4426.18017578125,4439.998046875,4493.1494140625,4379.16455078125,26816931514,118696570642550.27,ethereum,ETH
2025-08-17,4473.271484375,4426.259765625,4575.87646484375,4400.71337890625,31348101438,140228568251900.33,ethereum,ETH
2025-08-18,4312.5048828125,4473.33056640625,4484.009765625,4229.3798828125,53518423360,230798462060426.56,ethereum,ETH
2025-08-19,4073.464111328125,4312.5302734375,4355.0751953125,4070.535400390625,50440367102,205467025152212.8,ethereum,ETH
2025-08-20,4334.50048828125,4073.168212890625,4376.78955078125,4064.965087890625,49577862965,214895271229733.4,ethereum,ETH
2025-08-21,4223.2099609375,4334.5673828125,4338.826171875,4205.77685546875,33618359942,141977392577436.62,ethereum,ETH
2025-08-22,4831.3486328125,4223.73095703125,4884.22802734375,4209.47216796875,75965521535,367015918609010.75,ethereum,ETH
2025-08-23,4776.09033203125,4831.08837890625,4831.61083984375,4669.72509765625,36503623278,174344602222166.7,ethereum,ETH
2025-08-24,4779.6474609375,4776.70458984375,4953.73291015625,4714.47265625,52405003873,250477443702004.3,ethereum,ETH
2025-08-25,4372.98779296875,4779.76953125,4796.35009765625,4343.947265625,63936163545,279592062711538.6,ethereum,ETH
2025-08-26,4600.4267578125,4372.88037109375,4632.0732421875,4316.30078125,53829747706,247639811712978.44,ethereum,ETH
2025-08-27,4503.39306640625,4600.51025390625,4659.9873046875,4489.2978515625,43509902322,195942192436908.0,ethereum,ETH
2025-08-28,4507.177734375,4503.63134765625,4629.03125,4435.109375,36045274078,162462456753805.97,ethereum,ETH
2025-08-29,4360.15283203125,4507.63134765625,4513.859375,4272.45947265625,46899991962,204491132775357.16,ethereum,ETH
2025-08-30,4374.1533203125,4360.0888671875,4413.27490234375,4264.1953125,25883112278,113216701510834.94,ethereum,ETH
2025-08-31,4390.01904296875,4374.8935546875,4497.1767578125,4373.5966796875,26683044984,117139075604151.78,ethereum,ETH
2025-09-01,4314.47021484375,4389.6259765625,4490.3466796875,4221.24755859375,37530746508,161925287949617.1,ethereum,ETH
2025-09-02,4325.36572265625,4314.39111328125,4414.93408203125,4260.45947265625,39884692334,172515881080174.1,ethereum,ETH
2025-09-03,4450.38916015625,4324.6962890625,4489.19873046875,4286.2060546875,35260873497,156924609188689.6,ethereum,ETH
2025-09-04,4298.744140625,4450.2158203125,4483.451171875,4268.5888671875,34919798552,150111279417215.38,ethereum,ETH
2025-09-05,4306.98876953125,4298.8369140625,4484.361328125,4258.0498046875,44163736676,190212717884067.38,ethereum,ETH
2025-09-06,4274.2421875,4306.97314453125,4327.43994140625,4244.7548828125,18108246446,77399030901140.14,ethereum,ETH
2025-09-07,4305.34765625,4274.1669921875,4334.2744140625,4271.5341796875,17426783536,75028361652693.69,ethereum,ETH
2025-09-08,4308.072265625,4305.38134765625,4381.27490234375,4279.97216796875,32277142378,139052261892291.16,ethereum,ETH
2025-09-09,4309.04150390625,4308.283203125,4381.2265625,4277.85302734375,30703320925,132301884173578.23,ethereum,ETH
2025-09-10,4349.14599609375,4309.091796875,4450.41796875,4286.0625,39521365146,171884186984884.97,ethereum,ETH
2025-09-11,4461.2333984375,4349.2001953125,4471.69873046875,4339.716796875,35959212991,160422441976976.84,ethereum,ETH
2025-09-12,4715.24609375,4461.4794921875,4734.27392578125,4453.28466796875,43839753626,206715227035958.9,ethereum,ETH
2025-09-13,4668.1796875,4714.70361328125,4763.361328125,4609.12548828125,34843845977,162657334024210.0,ethereum,ETH
2025-09-14,4609.59765625,4668.17138671875,4690.64208984375,4581.84716796875,28394160275,130885654654826.86,ethereum,ETH
2025-09-15,4526.8203125,4609.72314453125,4670.5302734375,4469.861328125,40224062009,182087100953600.75,ethereum,ETH
2025-09-16,4503.564453125,4526.078125,4537.599609375,4428.330078125,32761501436,147543533298173.25,ethereum,ETH
2025-09-17,4592.7333984375,4503.6357421875,4617.23486328125,4429.64453125,44120899417,202635528321557.53,ethereum,ETH
2025-09-18,4589.9189453125,4592.44287109375,4643.97265625,4556.27001953125,33497259158,153749704425346.84,ethereum,ETH
2025-09-19,4470.9169921875,4589.505859375,4620.79296875,4443.2646484375,30352619653,135704042964001.95,ethereum,ETH
2025-09-20,4482.265625,4470.978515625,4509.81201171875,4459.1591796875,18056494322,80934003807508.28,ethereum,ETH
2025-09-21,4451.3291015625,4482.583984375,4499.38916015625,4447.119140625,19330306133,86045554231934.97,ethereum,ETH
2025-09-22,4202.87744140625,4451.58056640625,4457.08251953125,4092.396728515625,58221334533,244697133517312.38,ethereum,ETH
2025-09-23,4165.50390625,4203.021484375,4227.7314453125,4120.8154296875,32460075911,135212573004442.03,ethereum,ETH
2025-09-24,4153.46923828125,4165.41259765625,4206.90185546875,4081.34765625,33538388785,139300666120014.38,ethereum,ETH
2025-09-25,3868.333984375,4153.52099609375,4162.0625,3829.0107421875,68963092031,266772272571098.03,ethereum,ETH
2025-09-26,4035.887939453125,3868.69091796875,4069.168701171875,3868.43359375,47873508328,193212114880283.94,ethereum,ETH
2025-09-27,4018.658203125,4035.91455078125,4038.45166015625,3975.758056640625,20382555776,81910524969875.25,ethereum,ETH
2025-09-28,4141.4765625,4018.65966796875,4143.00390625,3969.79296875,24631307054,102009980867881.92,ethereum,ETH
2025-09-29,4217.341796875,4141.3564453125,4234.78271484375,4087.92724609375,38560429932,162622512857693.4,ethereum,ETH
2025-09-30,4145.95751953125,4217.05517578125,4238.67138671875,4095.443603515625,37679153330,156216169078084.44,ethereum,ETH
2025-10-01,4351.1123046875,4146.03369140625,4351.1123046875,4125.5419921875,46161664723,200854587381104.2,ethereum,ETH
2025-10-02,4487.923828125,4352.24072265625,4517.6650390625,4336.5263671875,48074066058,215752746576553.5,ethereum,ETH
2025-10-03,4514.87060546875,4486.9345703125,4591.44384765625,4431.47900390625,49603450230,223953159373259.1,ethereum,ETH
2025-10-04,4489.197265625,4514.9091796875,4519.52685546875,4444.0126953125,21832270764,98009370216133.44,ethereum,ETH
2025-10-05,4515.4228515625,4489.05322265625,4616.533203125,4472.138671875,44880806324,202655818471940.38,ethereum,ETH
2025-10-06,4687.771484375,4515.30078125,4736.208984375,4492.8701171875,44992456374,210914354002023.4,ethereum,ETH
2025-10-07,4451.15185546875,4687.7099609375,4755.22021484375,4443.5712890625,54879425294,244276655724446.75,ethereum,ETH
2025-10-08,4527.64794921875,4451.10791015625,4556.2216796875,4417.76806640625,40456628235,183173369860503.12,ethereum,ETH
2025-10-09,4369.1435546875,4526.9609375,4531.716796875,4273.5595703125,47903074596,209295409620827.9,ethereum,ETH
2025-10-10,3843.0087890625,4369.0654296875,4395.57080078125,3460.222412109375,97736621123,375602693988960.56,ethereum,ETH
2025-10-11,3750.611572265625,3840.96044921875,3882.241455078125,3652.7900390625,62475475938,234321243035865.4,ethereum,ETH
2025-10-12,4164.427734375,3750.946044921875,4195.3974609375,3701.478271484375,61216174681,254930335633901.06,ethereum,ETH
2025-10-13,4245.4677734375,4164.04931640625,4292.845703125,4061.224609375,50253782420,213350813757449.97,ethereum,ETH
2025-10-14,4125.412109375,4245.37255859375,4265.10546875,3895.9736328125,67094148347,276791012058916.44,ethereum,ETH
2025-10-15,3987.45947265625,4125.361328125,4213.85595703125,3935.161376953125,50462889453,201218726566970.03,ethereum,ETH
2025-10-16,3894.75439453125,3987.14892578125,4079.648193359375,3829.654052734375,49147390731,191417016029306.7,ethereum,ETH
2025-10-17,3832.558837890625,3894.377685546875,3950.56689453125,3678.620361328125,57404271888,220005249557030.75,ethereum,ETH
2025-10-18,3890.34619140625,3833.009521484375,3927.24560546875,3822.266357421875,23815676385,92651225920148.52,ethereum,ETH
2025-10-19,3984.649658203125,3890.58349609375,4029.35546875,3843.77294921875,32870655221,130978045091270.42,ethereum,ETH
2025-10-20,3980.76025390625,3984.6962890625,4084.15966796875,3911.726318359375,40224612563,160124538919568.4,ethereum,ETH
2025-10-21,3876.76416015625,3980.740478515625,4109.533203125,3843.227783203125,49960290350,193684263059880.16,ethereum,ETH
2025-10-22,3808.122314453125,3877.363037109375,3890.63232421875,3718.0771484375,46173305673,175833595665416.38,ethereum,ETH
2025-10-23,3856.0263671875,3808.0849609375,3930.974853515625,3801.241455078125,36361652714,140211491619698.92,ethereum,ETH
2025-10-24,3934.5673828125,3856.033203125,4002.561767578125,3849.724853515625,34090708715,134132190567000.83,ethereum,ETH
2025-10-25,3953.470947265625,3934.489990234375,3967.6455078125,3914.640625,15245229017,60271570003120.38,ethereum,ETH
2025-10-26,4157.9892578125,3953.437255859375,4177.310546875,3923.192626953125,29120786315,121083916676823.25,ethereum,ETH
2025-10-27,4120.1220703125,4158.0107421875,4250.669921875,4099.56982421875,40271333201,165922808722348.62,ethereum,ETH
2025-10-28,3982.262451171875,4120.27490234375,4173.50537109375,3940.834228515625,39684155177,158032721067845.06,ethereum,ETH
2025-10-29,3903.35302734375,3980.759033203125,4036.35302734375,3849.538818359375,35255876156,137616130925178.94,ethereum,ETH
2025-10-30,3804.375244140625,3903.322509765625,3948.22265625,3681.909423828125,39981939289,152106300043805.03,ethereum,ETH
2025-10-31,3847.080322265625,3805.082763671875,3900.580322265625,3797.669189453125,37800100395,145420022409269.6,ethereum,ETH
2025-11-01,3874.18798828125,3847.17138671875,3906.7802734375,3832.634765625,17490279524,67760630843562.3,ethereum,ETH
2025-11-02,3911.063232421875,3873.894287109375,3914.87548828125,3839.997314453125,20479611654,80097056154237.94,ethereum,ETH
2025-11-03,3602.30810546875,3911.747802734375,3912.63330078125,3560.263671875,53091469560,191251831127235.4,ethereum,ETH
2025-11-04,3292.574462890625,3602.040771484375,3652.687255859375,3063.0869140625,76827517773,252960323066655.4,ethereum,ETH
