date,price,open,high,low,total_volume,market_cap,coin_id,symbol
2025-08-16,117491.3515625,117398.421875,117996.0625,117271.953125,48036922378,5643922935094122.0,bitcoin,BTC
2025-08-17,117453.0625,117492.7890625,118595.7734375,117279.5234375,45852169525,5385477732980420.0,bitcoin,BTC
2025-08-18,116252.3125,117453.90625,117614.171875,114723.6796875,72787808090,8461751012268708.0,bitcoin,BTC
2025-08-19,112831.1796875,116241.859375,116764.5,112730.3984375,71657600353,8085211581404406.0,bitcoin,BTC
2025-08-20,114274.7421875,112828.0234375,114625.796875,112387.9609375,67993811526,7769975282479116.0,bitcoin,BTC
2025-08-21,112419.03125,114275.6875,114802.6484375,111986.234375,57817883700,6499830474479166.0,bitcoin,BTC
2025-08-22,116874.0859375,112433.734375,117377.3984375,111678.9453125,82528088240,9645394877219344.0,bitcoin,BTC
2025-08-23,115374.328125,116866.3671875,116996.25,114536.109375,55377142586,6389100619342075.0,bitcoin,BTC
2025-08-24,113458.4296875,115387.390625,115615.0859375,111060.546875,73961489632,8391554470995032.0,bitcoin,BTC
2025-08-25,110124.3515625,113456.8984375,113637.84375,109324.28125,85706860190,9438412402881596.0,bitcoin,BTC
2025-08-26,111802.65625,110124.1015625,112397.015625,108762.0390625,69396320317,7758692945416442.0,bitcoin,BTC
2025-08-27,111222.0625,111795.7109375,112619.4140625,110398.265625,62137056409,6911011571487824.0,bitcoin,BTC
2025-08-28,112544.8046875,111219.0546875,113450.078125,110900.921875,58860155962,6624404756619079.0,bitcoin,BTC
2025-08-29,108410.8359375,112550.5234375,112619.0546875,107559.625,77843379644,8439065859406211.0,bitcoin,BTC
2025-08-30,108808.0703125,108409.40625,108929.3515625,107444.4453125,51486264208,5602121056072016.0,bitcoin,BTC
2025-08-31,108236.7109375,108818.4609375,109491.0,108104.65625,47986191770,5193867567600931.0,bitcoin,BTC
2025-09-01,109250.59375,108228.75,109890.5859375,107271.1796875,66870372995,7305627953987716.0,bitcoin,BTC
2025-09-02,111200.5859375,109243.0703125,111748.015625,108454.03125,74776999491,8315246158047339.0,bitcoin,BTC
2025-09-03,111723.2109375,111190.6953125,112600.2265625,110582.9609375,61119643565,6828482830437309.0,bitcoin,BTC
2025-09-04,110723.6015625,111718.1484375,112208.328125,109347.2265625,60131132901,6657935600832059.0,bitcoin,BTC
2025-09-05,110650.984375,110723.015625,113357.4921875,110233.3984375,60241647677,6665797615831982.0,bitcoin,BTC
2025-09-06,110224.6953125,110650.5703125,111275.015625,110024.0859375,21500719036,2369910204742768.5,bitcoin,BTC
2025-09-07,111167.6171875,110221.328125,111591.078125,110211.625,24618007520,2736725235902356.0,bitcoin,BTC
2025-09-08,112071.4296875,111163.015625,112869.234375,110630.609375,40212813407,4506707490279158.0,bitcoin,BTC
2025-09-09,111530.546875,112077.578125,113225.4375,110776.703125,45984480722,5128674282687555.0,bitcoin,BTC
2025-09-10,113955.359375,111531.25,114275.25,110940.078125,56377473784,6424515285710361.0,bitcoin,BTC
2025-09-11,115507.5390625,113961.4296875,115522.546875,113453.8359375,45685065332,5276969468408855.0,bitcoin,BTC
2025-09-12,116101.578125,115507.7890625,116769.3828125,114794.484375,54785725894,6360709235017076.0,bitcoin,BTC
2025-09-13,115950.5078125,116093.5625,116334.6328125,115248.2734375,34549454947,4006026845749740.5,bitcoin,BTC
2025-09-14,115407.65625,115950.2890625,116181.5,115222.3984375,32798036057,3785144470941361.5,bitcoin,BTC
2025-09-15,115444.875,115399.6328125,116747.8828125,114461.0625,52937859416,6111404563047693.0,bitcoin,BTC
2025-09-16,116843.1875,115423.7578125,117005.2734375,114813.09375,45781744593,5349284967557010.0,bitcoin,BTC
2025-09-17,116468.5078125,116840.5078125,117328.609375,114794.9765625,60528025996,7049608868590329.0,bitcoin,BTC
2025-09-18,117137.203125,116461.265625,117911.7890625,116188.796875,49457272032,5793286520020766.0,bitcoin,BTC
2025-09-19,115688.859375,117137.671875,117479.7578125,115141.8203125,38828473971,4492021864976867.0,bitcoin,BTC
2025-09-20,115721.9609375,115691.125,116191.1484375,115473.5234375,22864449614,2645918945088745.0,bitcoin,BTC
2025-09-21,115306.09375,115730.2265625,115901.0859375,115252.578125,22495852193,2593908841952201.0,bitcoin,BTC
2025-09-22,112748.5078125,115309.21875,115431.3125,112037.6484375,70684158591,7969533407117352.0,bitcoin,BTC
2025-09-23,112014.5,112757.4765625,113351.9140625,111535.5703125,47211853279,5288412139120546.0,bitcoin,BTC
2025-09-24,113328.6328125,112007.6640625,113986.2734375,111229.640625,48044595085,5444828275013207.0,bitcoin,BTC
2025-09-25,109049.2890625,113330.1640625,113541.0859375,108713.3984375,75528654284,8236346053517545.0,bitcoin,BTC
2025-09-26,109712.828125,109041.296875,110359.1953125,108728.9765625,57738288949,6334630971693224.0,bitcoin,BTC
2025-09-27,109681.9453125,109707.140625,109778.5,109144.296875,26308042910,2885517323733523.5,bitcoin,BTC
2025-09-28,112122.640625,109681.9453125,112375.484375,109236.9453125,33371048505,3741650078805558.5,bitcoin,BTC
2025-09-29,114400.3828125,112117.875,114473.5703125,111589.953125,60000147466,6864039838916852.0,bitcoin,BTC
2025-09-30,114056.0859375,114396.5234375,114836.6171875,112740.5625,58986330258,6727749953044205.0,bitcoin,BTC
2025-10-01,118648.9296875,114057.59375,118648.9296875,113981.3984375,71328680132,8463071553683846.0,bitcoin,BTC
2025-10-02,120681.2578125,118652.3828125,121086.40625,118383.15625,71415163912,8618471807786018.0,bitcoin,BTC
2025-10-03,122266.53125,120656.984375,123944.703125,119344.3125,83941392228,1.026322285601327e+16,bitcoin,BTC
2025-10-04,122425.4296875,122267.46875,122857.640625,121577.5703125,36769171735,4501481648910855.0,bitcoin,BTC
2025-10-05,123513.4765625,122419.671875,125559.2109375,122191.9609375,73689317763,9101623822426916.0,bitcoin,BTC
2025-10-06,124752.53125,123510.453125,126198.0703125,123196.046875,72568881188,9053151618183508.0,bitcoin,BTC
2025-10-07,121451.3828125,124752.140625,125184.0234375,120681.96875,76149412513,9248451450063340.0,bitcoin,BTC
2025-10-08,123354.8671875,121448.3515625,124167.09375,121119.1796875,65354305286,8061771648685859.0,bitcoin,BTC
2025-10-09,121705.5859375,123337.0703125,123739.34375,119812.03125,74653009425,9085688254067334.0,bitcoin,BTC
2025-10-10,113214.3671875,121704.7421875,122509.6640625,104582.4140625,153125018868,1.7335952111714618e+16,bitcoin,BTC
2025-10-11,110807.8828125,113236.4296875,113429.7265625,109760.5625,110236934340,1.2215121301955978e+16,bitcoin,BTC
2025-10-12,115169.765625,110811.515625,115805.0625,109715.5390625,93710414091,1.0792606427482168e+16,bitcoin,BTC
2025-10-13,115271.078125,115161.6796875,116020.484375,113821.1875,71582026739,8251337396577108.0,bitcoin,BTC
2025-10-14,113118.6640625,115264.8828125,115502.8828125,110029.484375,92212917403,1.0431002025933016e+16,bitcoin,BTC
2025-10-15,110783.1640625,113113.96875,113622.3828125,110235.8359375,72574132855,8039992066769137.0,bitcoin,BTC
2025-10-16,108186.0390625,110782.171875,111990.8125,107537.03125,87306423067,9445336096333614.0,bitcoin,BTC
2025-10-17,106467.7890625,108179.1328125,109235.8046875,103598.4296875,99703051669,1.061516347398263e+16,bitcoin,BTC
2025-10-18,107198.265625,106483.734375,107490.984375,106387.453125,37779905278,4049940321278383.5,bitcoin,BTC
2025-10-19,108666.7109375,107204.3125,109488.9921875,106157.7890625,47657008953,5178730416041501.0,bitcoin,BTC
2025-10-20,110588.9296875,108667.4453125,111711.03125,107485.015625,63507793085,7023258864085364.0,bitcoin,BTC
2025-10-21,108476.890625,110587.6328125,113996.34375,107534.75,101194375480,1.0977251200809142e+16,bitcoin,BTC
2025-10-22,107688.5859375,108491.53125,109115.1328125,106778.0,80807013218,8701992987279291.0,bitcoin,BTC
2025-10-23,110069.7265625,107679.4375,111288.59375,107548.4296875,54944076060,6047679428153402.0,bitcoin,BTC
2025-10-24,111033.921875,110069.3515625,111842.53125,109770.1484375,48160816980,5347484389993493.0,bitcoin,BTC
2025-10-25,111641.7265625,111032.6171875,111947.703125,110704.40625,24707667305,2758406637262031.5,bitcoin,BTC
2025-10-26,114472.4453125,111639.0546875,115260.90625,111268.484375,41708524143,4774476749024653.0,bitcoin,BTC
2025-10-27,114119.328125,114479.8515625,116273.3125,113882.2890625,61761358733,7048164762697061.0,bitcoin,BTC
2025-10-28,112956.1640625,114129.0859375,116078.984375,112291.6796875,64528066504,7288842866661735.0,bitcoin,BTC
2025-10-29,110055.3046875,112921.328125,113642.7265625,109368.71875,62192043469,6844564293119039.0,bitcoin,BTC
2025-10-30,108305.546875,110059.1953125,111612.3515625,106376.6875,69673964814,7546076862129778.0,bitcoin,BTC
2025-10-31,109556.1640625,108304.4140625,111031.8203125,108288.2734375,60090359560,6583269290529975.0,bitcoin,BTC
2025-11-01,110064.015625,109558.625,110574.8984375,109372.953125,25871668762,2847539754865592.5,bitcoin,BTC
2025-11-02,110639.625,110064.4296875,111167.3125,109523.453125,34284209459,3793192077965213.0,bitcoin,BTC
2025-11-03,106547.5234375,110646.90625,110764.9140625,105336.359375,72852006359,7762200855004452.0,bitcoin,BTC
2025-11-04,101590.5234375,106541.421875,107264.8828125,98962.0625,110967184773,1.127321438547485e+16,bitcoin,BTC
2025-11-05,103891.8359375,101579.234375,104534.703125,98989.9140625,77584934804,8060441317878802.0,bitcoin,BTC
2025-11-06,101301.2890625,103893.6640625,104147.3046875,100336.8671875,63932752861,6476470278133535.0,bitcoin,BTC
2025-11-07,103372.40625,101286.2421875,104052.9140625,99257.0546875,92168030081,9527631048795352.0,bitcoin,BTC
2025-11-08,102282.1171875,103371.703125,103373.5625,101458.0390625,51446691095,5262076487487903.0,bitcoin,BTC
2025-11-09,104719.640625,102278.984375,105418.3671875,101468.875,59679243013,6249588881093402.0,bitcoin,BTC
2025-11-10,105996.59375,104723.7734375,106564.6953125,104350.6484375,69585887229,7375867019345626.0,bitcoin,BTC
2025-11-11,102997.46875,105996.859375,107428.2578125,102457.328125,71130078574,7326218045110610.0,bitcoin,BTC
2025-11-12,101663.1875,103011.4375,105297.234375,100836.6171875,64347179408,6541739365251643.0,bitcoin,BTC
2025-11-13,99697.4921875,101674.1484375,104005.4921875,97988.71875,101546815416,1.0123962836602164e+16,bitcoin,BTC
2025-11-14,94397.7890625,99694.703125,99804.4296875,94000.734375,114346441890,1.0794051301579634e+16,bitcoin,BTC
2025-11-15,95549.1484375,94420.46875,96728.46875,94420.46875,38500716654,3678710690523174.5,bitcoin,BTC
2025-11-16,94177.078125,95556.8671875,96564.1875,92971.1640625,71086235862,6694693988387751.0,bitcoin,BTC
2025-11-17,92093.875,94180.875,95928.3671875,91214.7578125,94186165724,8673968972915340.0,bitcoin,BTC
2025-11-18,92948.875,92094.53125,93745.078125,89300.4609375,101333569062,9418841244047706.0,bitcoin,BTC
