date,price,open,high,low,total_volume,market_cap,coin_id,symbol
2025-08-16,0.9212819933891296,0.9438419938087463,0.975259006023407,0.9038339853286743,2342325704,2157942493.7477164,cardano,ADA
2025-08-17,0.9618890285491943,0.9212980270385742,0.9848380088806152,0.9068949818611145,2190571305,2107086504.534191,cardano,ADA
2025-08-18,0.9232550263404846,0.961870014667511,0.9659919738769531,0.8944900035858154,2301661145,2125020221.053845,cardano,ADA
2025-08-19,0.8450390100479126,0.9232360124588013,0.9506000280380249,0.8449310064315796,2803347062,2368937626.0932045,cardano,ADA
2025-08-20,0.8808220028877258,0.845067024230957,0.8909909725189209,0.8397660255432129,2190768811,1929677371.9689817,cardano,ADA
2025-08-21,0.8510209918022156,0.8808220028877258,0.8907340168952942,0.8485270142555237,1294029938,1101246641.2585196,cardano,ADA
2025-08-22,0.9299209713935852,0.8510180115699768,0.9390249848365784,0.8234189748764038,2834699734,2636046730.2504177,cardano,ADA
2025-08-23,0.9131330251693726,0.9299190044403076,0.9335880279541016,0.8922950029373169,1485858765,1356786709.058878,cardano,ADA
2025-08-24,0.9096069931983948,0.9131479859352112,0.9600899815559387,0.8891630172729492,2134094046,1941186868.384657,cardano,ADA
2025-08-25,0.8376330137252808,0.9096090197563171,0.9252349734306335,0.8330489993095398,2362229556,1978681462.1032119,cardano,ADA
2025-08-26,0.8666830062866211,0.8376269936561584,0.8738229870796204,0.8321030139923096,1410119067,1222126232.2096453,cardano,ADA
2025-08-27,0.8501560091972351,0.8666769862174988,0.8751929998397827,0.8500970005989075,1323719490,1125368078.9149995,cardano,ADA
2025-08-28,0.8577499985694885,0.8501600027084351,0.8778470158576965,0.8438339829444885,1202927839,1031811352.181448,cardano,ADA
2025-08-29,0.8271369934082031,0.8577579855918884,0.8626239895820618,0.8121979832649231,1678140344,1388051958.6531677,cardano,ADA
2025-08-30,0.8224049806594849,0.8271539807319641,0.8418530225753784,0.809112012386322,795989685,654625881.4975744,cardano,ADA
2025-08-31,0.8113610148429871,0.8224120140075684,0.8369359970092773,0.8110020160675049,686397615,556916265.4922059,cardano,ADA
2025-09-01,0.8001859784126282,0.8113639950752258,0.8426880240440369,0.7857739925384521,1560962898,1249060623.8019414,cardano,ADA
