date,price,market_cap,total_volume,coin_id,symbol
2025-11-15,94456.39368235337,1891799949910.1116,113198323665.38873,bitcoin,BTC
2025-11-16,95508.31019889197,1905234340631.9912,39062120798.23745,bitcoin,BTC
2025-11-17,94411.32947182967,1883240679702.7427,72645149972.7847,bitcoin,BTC
2025-11-18,92036.7255045672,1835458818945.8962,95794596045.06412,bitcoin,BTC
2025-11-19,92819.75921500899,1851234710246.605,103837258806.01602,bitcoin,BTC
2025-11-20,91363.27838693369,1820062799702.324,82897875507.45229,bitcoin,BTC
2025-11-21,86649.97257918229,1731258563683.1287,99171039191.1295,bitcoin,BTC
2025-11-22,85051.8019295002,1697723941246.0479,135093457122.46469,bitcoin,BTC
2025-11-23,84682.62429147748,1690556523055.809,42644968955.2184,bitcoin,BTC
2025-11-24,86783.84766839583,1732233225777.4016,60446592409.29218,bitcoin,BTC
2025-11-25,88229.35740719768,1761564072532.238,77606296173.43544,bitcoin,BTC
2025-11-26,87310.33159950442,1742162762885.542,67956444142.18749,bitcoin,BTC
2025-11-27,90474.22677969698,1806439309544.997,69690430587.90018,bitcoin,BTC
2025-11-28,91279.06057176423,1821778517479.9226,59295194347.668594,bitcoin,BTC
2025-11-29,90950.37695910994,1814919896425.4082,62833195066.53989,bitcoin,BTC
2025-11-30,90841.45258193677,1812771321410.9438,39253888201.69327,bitcoin,BTC
2025-12-01,90406.28448571145,1807818977105.3909,40334819409.843475,bitcoin,BTC
2025-12-02,86281.49519776918,1723547230444.7913,92988982967.24597,bitcoin,BTC
2025-12-03,91344.73275150165,1824843161126.1372,83138039128.81346,bitcoin,BTC
2025-12-04,93619.43750817103,1868050658597.6572,81429135004.88295,bitcoin,BTC
2025-12-05,92140.70419795791,1839369557445.9072,67878296355.02588,bitcoin,BTC
2025-12-06,89307.09154512963,1782798987370.1692,50193142876.74388,bitcoin,BTC
2025-12-07,89244.7620814118,1781194798199.8435,24818678152.49986,bitcoin,BTC
2025-12-08,90162.90714007126,1799656690088.5503,33912893266.90874,bitcoin,BTC
2025-12-09,90618.0535204608,1808394676576.639,45466493941.40448,bitcoin,BTC
2025-12-10,92723.21372069631,1852116289106.247,54575121853.64529,bitcoin,BTC
2025-12-11,92005.13714957413,1837321739746.956,52189659395.756485,bitcoin,BTC
2025-12-12,92494.17691640415,1848922166365.7808,53232377699.408394,bitcoin,BTC
2025-12-13,90307.26028567803,1803244893514.8884,67750393558.62937,bitcoin,BTC
2025-12-14,90257.4292885891,1801496999571.6902,35222775785.402145,bitcoin,BTC
2025-12-15,88230.77409367911,1761380944797.1238,33808538697.042442,bitcoin,BTC
2025-12-16,86413.9190195637,1724624039059.303,50630498834.055145,bitcoin,BTC
2025-12-17,87821.88919109134,1751373602587.6565,48317754254.70281,bitcoin,BTC
2025-12-18,86064.94716216,1718491930388.8372,48886793507.656334,bitcoin,BTC
2025-12-19,85450.3312009302,1704341132953.6216,58649139178.511856,bitcoin,BTC
2025-12-20,88103.86075721023,1759398134896.644,51932451056.500565,bitcoin,BTC
2025-12-21,88347.94310567998,1762805314679.9844,17103607834.780054,bitcoin,BTC
2025-12-22,88577.42038358838,1768920028841.514,22541294542.323105,bitcoin,BTC
2025-12-23,88491.12020788102,1767081210842.8062,41948947368.210236,bitcoin,BTC
2025-12-24,87406.43636737975,1745209464473.6252,46353794741.509995,bitcoin,BTC
2025-12-25,87642.60888119951,1749379166231.2852,29100645180.040016,bitcoin,BTC
2025-12-26,87229.78066010943,1741491085115.601,22773603342.32636,bitcoin,BTC
2025-12-27,87305.95655961394,1743187621561.159,47130449135.786705,bitcoin,BTC
2025-12-28,87807.003210775,1753375412209.345,15670944599.660688,bitcoin,BTC
2025-12-29,87822.90829076794,1753595375313.038,17428479525.19913,bitcoin,BTC
2025-12-30,87156.56266080117,1739794323451.9631,53957962807.988785,bitcoin,BTC
2025-12-31,88414.62856073362,1765833387995.6162,39734225800.079216,bitcoin,BTC
2026-01-01,87520.18048742875,1747837206254.3643,37245075349.02766,bitcoin,BTC
2026-01-02,88727.67004249741,1771365149347.3962,21163124465.205833,bitcoin,BTC
2026-01-03,89926.27924953419,1795890115524.7178,50705395175.73333,bitcoin,BTC
2026-01-04,90593.85443180417,1809211438368.9963,23480735292.761147,bitcoin,BTC
2026-01-05,91373.21588108438,1824986876689.233,31050236622.948975,bitcoin,BTC
2026-01-06,93926.7956485658,1876558232963.0544,59451605754.8414,bitcoin,BTC
2026-01-07,93666.86387314305,1870043996457.1855,57439451725.50999,bitcoin,BTC
2026-01-08,91257.15544035907,1822220317807.3809,47910812257.04945,bitcoin,BTC
2026-01-09,90983.51578142625,1817249307661.4592,48319133568.469185,bitcoin,BTC
2026-01-10,90504.89560340019,1807784901284.322,43664879516.319695,bitcoin,BTC
2026-01-11,90442.01907847001,1806483854865.5005,13961660357.407768,bitcoin,BTC
2026-01-12,90819.36598904192,1814078415941.0112,19870776213.774654,bitcoin,BTC
2026-01-13,91134.96917951507,1820530763450.6675,46923085427.627655,bitcoin,BTC
2026-01-14,95260.4422971001,1902289955573.257,66844465446.74208,bitcoin,BTC
2026-01-15,97007.78078881276,1938292963237.8118,68433627980.993996,bitcoin,BTC
2026-01-16,95584.82797878512,1909227332523.1567,59629891835.2242,bitcoin,BTC
2026-01-17,95516.07771987123,1907673016263.0132,37208122951.606445,bitcoin,BTC
2026-01-18,95099.53192554631,1899912876486.1714,17839431205.011776,bitcoin,BTC
2026-01-19,93752.70577188236,1874976961280.7039,23132534225.645782,bitcoin,BTC
2026-01-20,92558.46334372147,1849232162887.1968,43338958368.50777,bitcoin,BTC
2026-01-21,88312.84053255555,1764030499464.2656,60578606228.98298,bitcoin,BTC
2026-01-22,89354.34377512129,1785123532735.0352,62357735672.95213,bitcoin,BTC
2026-01-23,89443.39744146909,1787014846080.977,39301750755.698135,bitcoin,BTC
2026-01-24,89412.39849953113,1786292506432.339,43393369570.58639,bitcoin,BTC
2026-01-25,89170.87364531498,1781979789713.3386,16537403154.850498,bitcoin,BTC
2026-01-26,86548.32213469829,1731460015137.4014,39912523619.12114,bitcoin,BTC
2026-01-27,88307.8612070438,1764540020523.9114,50644433646.50017,bitcoin,BTC
2026-01-28,89204.22239644526,1782508769730.2656,43778458930.62677,bitcoin,BTC
